关键词,公司名称,法人,登记状态,成立日期,统一社会信用代码,注册资本,实缴资本,工商注册号,纳税人识别号,组织机构代码,行业,注册地址,经营范围
数据审计,苏州家平审计咨询服务有限公司,刘红娇,在业,2023-01-29,91320594MAC63FNK13,50万人民币,-,320594001552511,91320594MAC63FNK13,MAC63FNK-1,商务服务业,苏州市人民路3188号18幢707室,一般项目：财务咨询；税务服务；资产评估；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）；财政资金项目预算绩效评价服务；互联网数据服务；网络技术服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；广告设计、代理；广告制作（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,南京金审信息技术有限公司,张金,,2018-10-29,91320111MA1XD49Q0L,1000万人民币,-,320111000349333,91320111MA1XD49Q0L,MA1XD49Q-0,软件和信息技术服务业,南京市浦口区江浦街道仁山路1号园区2号楼办公室西侧503室,信息技术服务、技术咨询、技术转让；软件研发、销售；信息系统集成；计算机硬件及耗材、办公设备租赁、销售；财务咨询；面向成年人开展的培训服务（不含国家统一认可的职业证书类培训）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,扬海财务数据（江苏）有限公司,罗竞超,,2019-12-09,91320381MA20K5QC7T,1000万人民币,-,320381000484232,91320381MA20K5QC7T,MA20K5QC-7,商务服务业,新沂市新华南路8号互联网产业园D座四层410号,数据处理服务；软件开发；市场调查；社会经济咨询；会计、审计及税务服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,南京久安检测科技有限公司,高国飞,存续,2018-02-01,91320105MA1W0H2X7Q,1000万人民币,-,320105000365210,91320105MA1W0H2X7Q,MA1W0H2X-7,专业技术服务业,南京市建邺区江心洲文泰街85号综合楼四楼1021号,检测技术开发、技术服务；环境监测；食品检测；消防器材、电子产品、监控设备、机械设备、仪器仪表、五金交电、办公用品、化工产品（不含危险化学品）、实验室设备、计算机及配件销售；消防技术研发；建筑消防图审查；建筑消防安全评估；建筑消防验收代理服务；建筑消防审计；建筑消防审计代理服务；计算机网络运行维护服务；数据处理服务；信息技术咨询服务；物联网信息技术服务；消防验收技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：建筑劳务分包；安全评价业务；职业卫生技术服务；放射卫生技术服务；检验检测服务；安全生产检验检测；消防设施工程施工；消防技术服务；各类工程建设活动；施工专业作业（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：标准化服务；环境保护监测；环保咨询服务；信息技术咨询服务；信息系统运行维护服务；安全咨询服务；互联网安全服务；安全系统监控服务；安防设备销售；工程管理服务；劳务服务（不含劳务派遣）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,江苏苏北大数据产业发展有限公司,臧强,存续,2023-03-16,91321311MACCNPN343,1000万人民币,-,321321000322667,91321311MACCNPN343,MACCNPN3-4,-,宿迁市宿豫区电子商务产业园C3栋3层,一般项目：数据处理服务；大数据服务；互联网数据服务；数据处理和存储支持服务；线下数据处理服务；工业互联网数据服务；人工智能公共数据平台；数字技术服务；物联网技术研发；科技中介服务；会议及展览服务；政策法规课题研究；互联网销售（除销售需要许可的商品）；互联网设备销售；软件开发；软件销售；软件外包服务；信息技术咨询服务；知识产权服务（专利代理服务除外）；科技推广和应用服务；网络技术服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,江苏国恒安全评价咨询服务有限公司,李桂玲,存续,1999-02-25,91320193704175263U,3335万人民币,1430万人民币,320100000090386,91320193704175263U,70417526-3,-,南京江北新区长芦街道宁六路606号C109室,安全评价；标准化考评；职业卫生评价；职业病危害因素检测；建设项目职业病危害评价；放射防护检测与评价；安全生产检测检验（作业场所安全检测和重大事故以下的事故物证分析检验等业务）；作业场所职业危害检测检验；环境检测和监测；环境保护、土壤修复、水环境治理、大气污染评估、评价；环境监理；环境影响评价；社会环境稳定性评价；清洁生产审核；环境风险评估；安全、消防及环境应急预案编制；工程评估、评价；节能评估、评价；电气检测；消防设施检测；消防设施维护保养检测；消防设施联网监测系统集成、运维评估、评价；消防安全评估；安全生产及安全知识培训；（不含国家统一认可的职业证书类培训）；消防安全教育培训；环境监测教育培训；科技研发；环保技术研发；环保设备、仪器仪表的研发；计算机软硬件开发、咨询、服务、转让与销售；计算机网络工程施工、安装；计算机网络运行维护服务；建筑物电器防火检测；楼宇智能化系统检测及技术服务；钢结构防火涂料检测；大数据处理；网络安全监控及网络服务；信息技术咨询；互联网安全服务；物联网技术服务；消防技术研发；建筑消防图审查；建筑消防安全评估咨询；建筑消防验收咨询；建筑消防审计咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：检验检测服务；建设工程设计；雷电防护装置检测；特种设备检验检测；室内环境检测（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程和技术研究和试验发展；水土流失防治服务；环境保护监测；环保咨询服务；工程管理服务；土壤环境污染防治服务；土壤污染治理与修复服务；固体废物治理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,江苏青春里信息科技有限公司,于泽,存续,2015-12-17,91320300MA1MCYLY91,1000万人民币,-,320300000328812,91320300MA1MCYLY91,MA1MCYLY-9,软件和信息技术服务业,徐州市云龙区青年路皇城大厦B座4层07室,计算机信息技术开发、技术推广、技术咨询、技术转让、技术服务；教学设备、环保设备、安防监控设备、智能化设备、计算机软硬件开发与销售；动漫设计；图文、影视设计；网站建设；数据处理和存储服务；信息系统集成服务；网络工程施工；非学历职业技能培训；教育信息咨询服务；人力资源信息咨询服务；职业中介服务；企业管理咨询服务；商务信息咨询；房地产信息咨询；旅游咨询；健康保健咨询；会计、审计及税务代理服务；市场调查；社会经济咨询；文化艺术交流活动策划；庆典礼仪服务；会议及展览服务；摄影服务；文印服务；翻译服务；设计、制作、代理、发布国内广告；自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品和技术除外）；商标代理服务；票务代理服务；家庭服务；婚姻中介服务；汽车代驾服务；汽车租赁；房屋租赁；花卉租赁；网上销售图书、报刊、电子产品、通讯设备（不含无线电发射设备及地面卫星接收设施）、计算机及辅助设备、文化办公用品、教学用品、体育用品、乐器、玩具、医疗器械、保健用品、化妆品、珠宝首饰、工艺品、花卉、盆景、宠物用品、汽车用品、生鲜食用农产品、预包装食品、散装食品、针纺织品、服装、服饰、鞋帽、日用品、家具、家用电器、建材、五金交电、仪器仪表。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,无锡政合企业管理有限公司,高霞,存续,2019-09-20,91320211MA20487K22,50万人民币,-,320211000526615,91320211MA20487K22,MA20487K-2,商务服务业,无锡市五湖大道11号蠡湖科创中心B楼1505室,企业管理咨询服务（不含投资咨询）；法律咨询服务；会计、审计及税务服务；体育咨询服务；环保咨询服务；健康咨询服务；市场调查服务；数据处理与存储服务（不含在线数据）；信息系统集成服务；汽车租赁服务（不含融资租赁）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,12320506467006051E,,,,,,,,
数据审计,苏州鼎鑫企业管理有限公司,周珣,存续,2003-07-23,913205097520324351,50万人民币,50万人民币,320584000055205,913205097520324351,75203243-5,商务服务业,吴江区盛泽镇市场东路699号（盛泽东方纺织城5楼C010-C020室）,企业管理；代理记帐；代理建帐、建制；财会咨询服务；企业信贷政策咨询服务；税务、工商咨询代理服务；财税咨询；代办出口退税、高新企业的各类优惠申报与审计；代理统计调查、统计分析、统计调查研究、市场调查研究、统计数据审核、统计代理、统计信息咨询、统计数据质量评估、课题研究开发；市场调研；市场营销策划；企业管理咨询；经济信息咨询；计算机软件的开发与销售；环保信息咨询与调查（不含限制项目）；环境规划设计与评估；环境科学研究；环境影响评估；生态文明研究；碳排放节能评估；投资项目统计；研发项目统计；资产负债情况统计；面向成年人开展的培训服务（不含国家统一认可的职业证书类培训）。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 一般项目：社会经济咨询服务；项目策划与公关服务；信息咨询服务（不含许可类信息咨询服务）；财务咨询；咨询策划服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,江苏华智企业咨询管理有限公司,刘鸿,存续,2018-12-12,91320106MA1XLBPC09,1000万人民币,-,320106000527447,91320106MA1XLBPC09,MA1XLBPC-0,商务服务业,南京市鼓楼区察哈尔路16号14幢,企业管理咨询，商务信息咨询；人力资源服务（须取得许可证后方可经营），科技中介服务，单位后勤管理服务，工程管理服务，审计服务（须取得许可证后方可经营），翻译服务，包装服务，会议及展览服务，信息系统集成服务；代理记账（须取得许可证后方可经营）；税务登记代理；市场调查；汽车租赁；体育活动组织策划；互联网接入及相关服务（须取得许可证后方可经营），互联网信息服务（须取得许可证后方可经营）；互联网平台建设；数据存储及处理；设计、制作、代理、发布国内各类广告；软件开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 一般项目：业务培训（不含教育培训、职业技能培训等需取得许可的培训）；教育咨询服务（不含涉许可审批的教育培训活动）；信息技术咨询服务；安全咨询服务；社会经济咨询服务；信息咨询服务（不含许可类信息咨询服务）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,娜思佳家纺科技（南通）有限公司,张玉宗,存续,2019-04-11,91320682MA1Y7GT49U,30万人民币,-,320682000571443,91320682MA1Y7GT49U,MA1Y7GT4-9,-,如皋市如城街道益寿南路118号月星国际博览城C1-618室,家纺技术研究；床上用品、毛巾制品、窗帘制造；纺织品、针织品及原料、服装、鞋帽、化妆品、卫生用品、灯具、装饰物品销售；日用百货、箱包、厨房用具、陶瓷、装饰材料、计算机、软件及计算机辅助设备零售；互联网数据处理和存储服务；企业管理；会计、审计及税务服务；信息技术咨询服务；广告经营；婚姻服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,12320584467096376M,,,,,,,,
数据审计,高邮景泰会计师事务所有限公司,高建华,存续,2000-01-20,913210847185081530,50万人民币,50万人民币,321084000054065,913210847185081530,71850815-3,商务服务业,高邮市通湖路100号,审计、资产评估、资本验证，会计咨询服务，会计用品零售。档案整理服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：数据处理服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据审计,南京轩远法律咨询服务有限公司,罗明显,存续,2018-02-07,91320104MA1W3MBJXA,50万人民币,-,320104000392899,91320104MA1W3MBJXA,MA1W3MBJ-X,商务服务业,南京市秦淮区中山南路1号南京中心大厦60层H6089F室,法律信息咨询；社会经济信息、人力资源、商标专利咨询服务：企业管理、商务、财务、信息咨询服务；市场调查；互联网信息服务；计算机技术开发、技术服务；会议及展览服务；企业营销策划；会计服务；审计服务；税务代理服务；企业信用服务；保险代理服务；保险经纪服务；知识产权代理；企业管理服务；科技信息咨询；网站建设、维护；计算机软硬件开发、设计、销售及技术服务；信息技术咨询服务；数据处理、存储服务；设计、制作、代理、发布国内各类广告；物业管理；工程管理服务；因私出入境中介服务；电信增值业务；从事出版物（不含出版物进口）批发、零售业务；自营和代理各类商品及技术进出口业务（国家禁止或限定的商品和技术的除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,南京德华圣世纪实业有限公司,毕宏,存续,1997-01-29,91320114608939585P,200万人民币,25万人民币,320100000080741,91320114608939585P,60893958-5,研究和试验发展,雨花台区安德里30号23幢408室,物联网设备、智能家居设备、计算机软硬件、计算机嵌入式设备、自动控制系统、电子产品的研发、生产、销售、技术服务、技术推广；数据处理和存储服务；数字内容服务；网络工程、防水工程、保温工程、综合布线工程、环保工程、市政工程、管道工程、给排水工程设计、施工；信息系统集成服务；监控系统集成服务；建筑材料、建材机械、市政设备、五金销售；水资源管理；水平衡测试；合同节水管理；用水审计；水文服务；地下管线探测；供水管网漏水探测；环境保护监测；生态监测；进出口、对外贸易。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,徐州仁恒人力资源有限公司,陈春玲,存续,2018-09-10,91320301MA1X5YY804,218万人民币,218万人民币,320301000107433,91320301MA1X5YY804,MA1X5YY8-0,商务服务业,徐州经济技术开发区软件园智德楼A座5-B02室,职业中介服务；企业管理咨询服务；人力资源管理咨询服务；劳务派遣；会议服务；展览展示服务；科技中介服务；办公服务；文化艺术交流活动组织策划；互联网信息服务；电子商务平台开发与维护；计算机软件销售；电子设备及配件研发、销售、安装；数据处理；广告代理、设计、制作、发布；计算机信息技术研发、技术咨询、技术服务及技术转让；法律咨询服务；会计、审计及税务服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,12330682MB1E7379X7,,,,,,,,
数据审计,,,,,12330500MB112390X3,,,,,,,,
数据审计,,,,,12330681771901923K,,,,,,,,
数据审计,,,,,12331082770717243H,,,,,,,,
数据审计,杭州美创科技股份有限公司,柳遵梁,存续,2005-04-19,913301087735597701,6000万人民币,6000万人民币,330108000015389,913301087735597701,77355977-0,-,浙江省杭州市余杭区五常街道中福未来星宸金座4幢3层301室,计算机软硬件、通信产品、电子产品、电子元器件的技术开发、技术服务、技术咨询、成果转让；计算机系统集成。
数据审计,,,,,1233011069984170XQ,,,,,,,,
数据审计,,,,,12330113MB1F24729D,,,,,,,,
数据审计,,,,,12330103747199679B,,,,,,,,
数据审计,,,,,12330523MB1751551D,,,,,,,,
数据审计,,,,,12330182MB1F18767E,,,,,,,,
数据审计,,,,,12330108557902650D,,,,,,,,
数据审计,杭州趣链科技有限公司,李伟,存续,2016-07-11,91330108MA27Y5XH5G,4869.0085万人民币,4869.0085万人民币,330108000291090,91330108MA27Y5XH5G,MA27Y5XH-5,-,浙江省杭州市滨江区丹枫路399号2号楼A楼2001室,许可项目：第一类增值电信业务；第二类增值电信业务；技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件销售；软件开发；计算机系统服务；计算机软硬件及外围设备制造；家用电器销售；网络设备销售；人工智能硬件销售；网络技术服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。
数据审计,,,,,123301057450956574,,,,,,,,
数据审计,,,,,12330114MB1M90335J,,,,,,,,
数据审计,,,,,12330104751747914C,,,,,,,,
数据审计,,,,,12330100MB1186425X,,,,,,,,
数据审计,,,,,12330127MB1J783174,,,,,,,,
数据审计,,,,,12330102747150920W,,,,,,,,
数据审计,湖州奕锐信安科技有限公司,蒋晓宁,存续,2020-11-19,91330523MA2D5B894J,1000万人民币,337万人民币,330523000259497,91330523MA2D5B894J,MA2D5B89-4,软件和信息技术服务业,浙江省湖州市安吉县递铺街道阳光工业园区安吉科技创业园有限公司5号楼1306-7 （自主申报）,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备零售；电子产品销售；通讯设备销售；信息系统集成服务；网络与信息安全软件开发；互联网安全服务；软件销售；软件开发；信息安全设备销售；人工智能应用软件开发；软件外包服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。
数据审计,浙江国利网安科技有限公司,庄开宇,存续,2018-05-04,91330203MA2AJGY70K,1235.7143万人民币,1235.7143万人民币,330203000405522,91330203MA2AJGY70K,MA2AJGY7-0,科技推广和应用服务业,浙江省集士港镇菖蒲路150号（1-1-179）室,工业信息安全技术、智能化控制系统、工业自动化设备、防雷技术、仪器仪表、电子产品、计算机信息技术、计算机软硬件、计算机网络技术、工业现场总线控制系统、工业安全仪表系统的技术开发、技术服务、技术咨询、成果转让；工业信息安全设备、工业自动化设备、仪器仪表、电子产品、计算机软硬件的制造、加工；建筑工程、防雷工程、自动化工程、计算机网络工程、机电安装工程【除承、装（修、试）电力设施】的设计、施工；计算机软硬件、自动化设备、仪器仪表、电子产品、机器人、机械设备的批发、零售及网上经营以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,12330300MB1H59616D,,,,,,,,
数据审计,杭州睿疆科技有限公司,朱捷强,存续,2020-12-23,91330109MA2KCTJP9E,100万人民币,21.804万人民币,330181001435829,91330109MA2KCTJP9E,MA2KCTJP-9,软件和信息技术服务业,浙江省杭州市萧山区宁围街道传化科创大厦2幢406-10,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；计算机软硬件及辅助设备零售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。
数据审计,,,,,12330327MB1H62700Q,,,,,,,,
数据审计,,,,,12330523681698052J,,,,,,,,
数据审计,,,,,123300004700090180,,,,,,,,
数据审计,杭州创谐信息技术股份有限公司,周海方,存续,2011-01-21,91330100568753240X,2502万人民币,2502万人民币,330108000068179,91330100568753240X,56875324-0,研究和试验发展,浙江省杭州市滨江区长河街道长河路475号1幢12层1231室,服务：信息技术、计算机软硬件、楼宇防盗系统、弱电工程技术的技术开发、技术咨询、技术服务，承接计算机网络工程；批发、零售：计算机软硬件，电子产品，防盗系统，弱电设备；其它无需报经审批的一切合法项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,12330324MB1D332447,,,,,,,,
数据审计,,,,,12330900355506211T,,,,,,,,
数据审计,,,,,123305256831266809,,,,,,,,
数据审计,,,,,123304827743568520,,,,,,,,
数据审计,,,,,12330522069217574J,,,,,,,,
数据审计,,,,,12330621585037940Y,,,,,,,,
数据审计,,,,,12330624MB1D315133,,,,,,,,
数据审计,,,,,12330400080599083K,,,,,,,,
数据审计,,,,,12330200591550759H,,,,,,,,
数据审计,,,,,12330483052815113C,,,,,,,,
数据审计,,,,,12330481092806748U,,,,,,,,
数据审计,,,,,12330000MB1478604D,,,,,,,,
数据审计,,,,,52330200MJ8954123G,,,,,,,,
数据审计,绍兴云佐绿建供应链有限公司,张永明,存续,2019-12-31,91330602MA2D7W4J9N,71万人民币,25万人民币,330602000232738,91330602MA2D7W4J9N,MA2D7W4J-9,商务服务业,浙江省绍兴市越城区树下王路36号（科研综合楼二）5楼506室,供应链管理；工程项目管理；工程监理（凭有效许可证经营）；工程咨询；工程招标代理；工程总承包；工程造价咨询；政府采购咨询；智能制造咨询；工程试验检测、测量服务；工程信息技术咨询；工程保险咨询；工程预决算审计；企业管理咨询（除投资及资产管理）；招商代理；佣金代理；会议会展服务；仓储服务（除危险化学品）；设计、施工：室内外装饰工程、房屋建筑工程、园林绿化工程、水电工程、环境治理工程、市政工程、亮化工程（上述涉及资质的凭有效资质证书经营）；批发、零售：建筑材料、金属材料及制品、机械设备及配件、五金机电、家用电器、健身器材、安防设备、计算机软硬件及配件（除电子出版物）；计算机网络技术、多媒体设备、计算机系统集成领域内的技术咨询、技术转让、技术服务；数据处理和存储服务；设计、制作、代理、发布国内广告（除网络广告）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,12340100595742782J,,,,,,,,
数据审计,,,,,12340104MB1F56659K,,,,,,,,
数据审计,,,,,12341000MB1F78663D,,,,,,,,
数据审计,安徽易申管家大数据科技有限公司,陈钰,存续,2018-11-20,91340100MA2T8URC2H,500万人民币,-,340191000184213,91340100MA2T8URC2H,MA2T8URC-2,科技推广和应用服务业,合肥市高新区黄山路602号合肥国家大学科技园A319,数据采集、存储、开发、处理、服务和应用；大数据软件研发及服务；信息咨询服务；计算机信息系统集成；数据服务平台建设；财务、税务咨询；账务整理、企业内部审计服务；企业管理咨询；财税软件开发、销售及技术支持服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,,,,,1234020006080844X7,,,,,,,,
数据审计,合肥达朴汇联科技有限公司,Yan Zhang,存续,2017-09-30,91340100MA2PHG3RX4,206.8966万人民币,206.8966万人民币,340191000132836,91340100MA2PHG3RX4,MA2PHG3R-X,科技推广和应用服务业,合肥市高新区习友路3333号中国（合肥）国际智能语音产业园研发中心楼611-166室,开发、销售计算机网络应用软件；设计计算机网络产品并提供技术服务和咨询服务；研发、销售智能设备；开发、销售物联网系统产品及技术咨询、技术服务、技术转让；系统集成；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽智链泊车科技有限公司,吴勇,存续,2023-08-11,91340104MA8QU60C3U,1000万人民币,-,340104001405278,91340104MA8QU60C3U,MA8QU60C-3,软件和信息技术服务业,安徽省合肥市蜀山区黄山路665号西环商贸中心12幢1915,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；停车场服务；汽车零部件研发；智能车载设备制造；智能车载设备销售；规划设计管理；数据处理和存储支持服务；物业管理；企业征信业务；市政设施管理；电动汽车充电基础设施运营；二手车交易市场经营；人力资源服务（不含职业中介活动、劳务派遣服务）；信息技术咨询服务；信息系统集成服务；计算机系统服务；新兴能源技术研发；人工智能行业应用系统集成服务；人工智能硬件销售；导航终端销售；物联网技术研发；物联网应用服务；物联网技术服务；区块链技术相关软件和服务；智能控制系统集成；代驾服务；洗车服务；汽车拖车、求援、清障服务；新能源汽车废旧动力蓄电池回收及梯次利用（不含危险废物经营）；软件开发；软件外包服务；广告制作；广告设计、代理；广告发布；机动车修理和维护；新能源汽车换电设施销售；新能源汽车整车销售；智能机器人的研发；物联网设备销售；新能源汽车电附件销售；机动车充电销售；充电桩销售；汽车装饰用品销售；汽车零配件零售；计算机软硬件及辅助设备批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：在线数据处理与交易处理业务（经营类电子商务）；建设工程设计；建设工程施工；建设工程监理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
数据审计,安徽乐筑招投数据服务有限公司,陈学军,存续,2019-07-15,91340104MA2TX61T7U,1000万人民币,-,340104000405322,91340104MA2TX61T7U,MA2TX61T-7,互联网和相关服务,安徽省合肥市蜀山区东流路和怀宁路交口白天鹅国际商务中心1908室,互联网数据服务；招投标事务代理与咨询服务；建设工程；预决算报表编制及财务审计；工程项目管理；设计、制作、代理、发布国内广告；经济信息咨询；数据处理；基础软件服务；应用软件服务；计算机系统服务；房地产信息咨询；计算机、软件及辅助设备销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,江苏青果创盟大数据科技集团有限公司郎溪分公司,张丽,存续,2020-06-28,91341821MA2UY3R97B,-,-,341821000120785,91341821MA2UY3R97B,MA2UY3R9-7,互联网和相关服务,安徽省宣城市郎溪县郎溪经济开发区钟梅路锦富广场A3栋1楼北侧1-12号,数据处理和存储服务；云计算服务；互联网信息服务；信息系统集成服务；网络技术、区块链技术、物联网技术开发、技术服务；计算机软硬件及配件、智能设备、通讯设备、电子产品的开发、销售、技术服务；创业空间服务；会计、审计及税务服务；知识产权服务；专利代理服务；人力资源服务；翻译服务；办公服务；企业管理服务（投资与资产管理除外）；企业管理咨询；产品设计；动漫设计；影视节目制作；摄影摄像服务；录音制作；演出经纪；房产经纪；市场调查；商务咨询；企业形象策划；展览展示服务；会务服务；组织文化艺术交流活动；设计、制作、代理、发布国内各类广告；票务代理；音像制品、电子出版物批发、零售；餐饮管理；供应链管理；图书、报刊零售；服装、日用百货、化妆品、家用电器、厨房用品、家具、办公用品、文化用品、体育用品、茶具、艺术品、包装材料、建筑材料、环保设备、五金交电、汽车配件销售；食品销售；进出口、对外贸易；劳务派遣。（依法须经批准的项目，经相关部门批准后方可开展经营活动）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽易玖科技众创空间有限公司,周春香,存续,2019-03-29,91340800MA2TKHRQ7E,1000万人民币,-,340800000272385,91340800MA2TKHRQ7E,MA2TKHRQ-7,-,安徽省安庆市宜秀区杨桥镇仓房村和山组7号,创业空间服务；工程造价、法律咨询服务，工程监理；工程勘察与设计；工程技术咨询服务；政府采购；招投标代理；第三方测评服务；项目风险性稳定评估PPP项目咨询、策划、管理；环境检测及环境评价；新能源领域技术开发、技术咨询、技术转让；环保工程、园林绿化工程施工；广告设计、制作、发布及代理；教育咨询（不含出国留学咨询与中介服务）；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；生态环境治理项目审计、自然资源治理项目审计。档案管理及咨询服务。档案整理及数字化加工或数据处理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,芜湖八方大数据信息服务有限公司,吴玲,,2020-12-22,91340207MA2WJCXN49,100万人民币,-,340207000168625,91340207MA2WJCXN49,MA2WJCXN-4,软件和信息技术服务业,中国（安徽）自由贸易试验区芜湖片区立宇大夏7030室,大数据服务；信息处理和存储支持服务；数据处理服务；信息技术咨询服务；人工智能公共服务平台建设、维护；企业管理；市场分析调查服务；工商业务信息咨询；企业管理咨询；会计、审计及税务服务；其他专业咨询与调查；广告代理服务；会务服务；招商代理服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
数据审计,合肥泓铭企业管理有限公司,魏玲玲,存续,2020-10-16,91340103MA2WATN18G,100万人民币,-,340103000300380,91340103MA2WATN18G,MA2WATN1-8,商务服务业,安徽省合肥市庐阳区淝河东街2号城市公馆B地块商业1幢618,企业管理；会计、审计及税务服务；商务信息咨询；税务事务代理；记账服务；财务信息咨询；创业规划服务；企业形象策划咨询；展览、博览会票务代理服务；税务代办服务；知识产权、专利代理、商标代理、版权代理；企业资质代理服务；职业中介服务；房地产中介服务；科技中介服务；建设工程质量检测；计算机软硬件技术开发、技术咨询、技术服务；互联网广告服务；互联网数据服务；在计算机网络专业领域内从事技术开发、技术咨询、技术服务、技术转让；网络平台软件开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,合肥蜀山公共资源交易项目管理有限公司,谢公平,存续,2018-10-15,91340104MA2T50UK99,1000万人民币,1000万人民币,340104000224688,91340104MA2T50UK99,MA2T50UK-9,房地产业,合肥市蜀山区井岗路1100号蜀山区检察院北一楼,工程项目管理及咨询；工程造价、工程技术、节能技术、勘察设计咨询；建筑信息模型咨询；编制工程概算、预算；工程结算、决算审计；工程绩效、项目安全、环境影响、交通影响评价；环境、工程、节能、地质灾害危险性评估；市政工程规划；工程监理；水土保持方案编制；采购招标代理；工程招标代理；工程咨询；城镇规划的编制与评估；信息化技术研发；工程大数据开发应用；建设工程互联网管理平台开发应用；产权交易、拍卖业务；以及其他公共资源交易业务代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽格太信控科技有限公司,王东,存续,2017-02-28,91340700MA2NDLDC00,500万人民币,21万人民币,340700000151278,91340700MA2NDLDC00,MA2NDLDC-0,软件和信息技术服务业,安徽省铜陵市义安区顺安镇铜陵国家农业科技园铜草花创业基地,软件研发及销售，自动化控制系统及设备的研发及销售，数据中心及数据处理、云存储服务，网站制作及维护，视频监控、智能楼宇、网络通信的系统集成，污染治理工程设计、施工，污染治理设施运营，环境工程监理，企业诊断、政策材料申报，项目建议书、可行性研究报告、环境影响评价书编制，清洁生产审核，环境监测，安全评估，节能评估，能源审计，企业孵化器管理，众创空间管理，公共服务平台运营，科技成果转化服务，技术开发、技术服务、技术推广、技术咨询，产品检测，企业管理咨询，会展会务服务，提供中小企业创业辅导，代办工商注册、税务登记。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
