公司名称,法人,登记状态,成立日期,统一社会信用代码,注册资本,实缴资本,工商注册号,纳税人识别号,组织机构代码,行业,注册地址,经营范围
重庆展图建筑设计有限公司,戴宇跃,存续,2009/8/24,9.15E+17,360万人民币,360万人民币,5.00E+14,9.15E+17,69390781-9,建筑装饰、装修和其他建筑业,重庆市渝中区长江一路77号7-4、7-5#,许可项目：建设工程设计；建筑智能化系统设计；住宅室内装饰装修。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：专业设计服务；工程技术服务（规划管理、勘察、设计、监理除外）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息咨询服务（不含许可类信息咨询服务）；企业管理咨询；旅游开发项目策划咨询；市场营销策划；咨询策划服务；信息系统集成服务；停车场服务；环保咨询服务；创业空间服务；林业专业及辅助性活动；规划设计管理；文化场馆管理服务；商业综合体管理服务；农业园艺服务；节能管理服务；工程管理服务；项目策划与公关服务；信息技术咨询服务；自然遗迹保护管理；露营地服务；工业设计服务；工业工程设计服务；集成电路设计；城市绿化管理；城市公园管理；对外承包工程；农村民间工艺及制品、休闲农业和乡村旅游资源的开发经营；市政设施管理；城乡市容管理；互联网销售（除销售需要许可的商品）；软件开发；软件销售；电机及其控制系统研发；招投标代理服务；工程造价咨询业务；安全咨询服务；轨道交通通信信号系统开发；园林绿化工程施工。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆凤芯半导体有限责任公司,唐付兵,存续,2018/8/21,91500107MA6022GW86,540000万人民币,-,5.00E+14,91500107MA6022GW86,MA6022GW-8,批发业,重庆市九龙坡区新凤大道99号,一般项目：集成电路销售；集成电路制造；集成电路芯片及产品销售；集成电路芯片设计及服务；集成电路芯片及产品制造；集成电路设计；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆联芯集成电路中心,杨琼珍,存续,2020/11/19,91500156MA618H9KXJ,,-,5.00E+14,91500156MA618H9KXJ,MA618H9K-X,计算机、通信和其他电子设备制造业,,一般项目：集成电路制造，集成电路销售，软件开发，电子测量仪器销售，机械设备研发，专用设备制造（不含许可类专业设备制造），电气设备销售，机械设备销售，专业设计服务，模具销售，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，信息技术咨询服务，电子元器件与机电组件设备制造，电子元器件与机电组件设备销售，半导体器件专用设备销售，集成电路设计，销售代理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆百瑞互联电子技术有限公司,朱勇,存续,2019/5/6,91500112MA60CDWW42,3000万人民币,3000万人民币,5.00E+14,91500112MA60CDWW42,MA60CDWW-4,互联网和相关服务,重庆市渝北区仙桃街道数据谷中路99号B1-1栋第1层,集成电路的设计、开发、销售；计算机软硬件技术开发、技术服务、技术咨询、技术转让；互联网信息技术服务；销售：计算机软硬件及辅助设备；加工、销售：电子产品（不含电子出版物）；货物及技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
润西微电子（重庆）有限公司,李虹,存续,2021/6/24,91500107MAABTJ9D9L,500000万人民币,500000万人民币,5.00E+14,91500107MAABTJ9D9L,MAABTJ9D-9,计算机、通信和其他电子设备制造业,重庆市沙坪坝区西永大道25号D栋2楼,许可项目：货物进出口，技术进出口，进出口代理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：集成电路设计，集成电路芯片及产品制造，集成电路芯片及产品销售，科技中介服务，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆摩尔精英速芯半导体有限公司,张竞扬,存续,2020/12/21,91500112MA61AF8W7B,5000万人民币,-,5.00E+14,91500112MA61AF8W7B,MA61AF8W-7,研究和试验发展,重庆市渝北区仙桃街道数据谷中路105号,许可项目：货物进出口，技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：集成电路芯片设计及服务，工程和技术研究和试验发展，集成电路设计，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，电子专用材料研发，半导体器件专用设备销售，电子元器件零售，集成电路销售，电子元器件与机电组件设备销售，计算机软硬件及辅助设备零售，集成电路芯片及产品销售，标准化服务，半导体分立器件销售，会议及展览服务，信息咨询服务（不含许可类信息咨询服务），人力资源服务（不含职业中介活动、劳务派遣服务），采购代理服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆市捷德集成电路有限公司,周焱,存续,2023/2/22,91500153MAC8Q9YC7C,1000万人民币,-,5.00E+14,91500153MAC8Q9YC7C,MAC8Q9YC-7,计算机、通信和其他电子设备制造业,重庆市荣昌区创新大道16号16幢（自主承诺）,一般项目：电子元器件制造；集成电路设计；集成电路制造；集成电路销售；集成电路芯片及产品制造；集成电路芯片及产品销售；电子元器件批发；电子元器件零售；电力电子元器件制造；电力电子元器件销售；电子元器件与机电组件设备制造；电子元器件与机电组件设备销售；电子专用材料制造；电子专用材料销售；电子专用材料研发；电子产品销售；国内贸易代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；货物进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
,,,,12500106MB1A5881X4,,,,,,,,
华润润安科技（重庆）有限公司,吴建忠,存续,2021/3/31,91500107MA61QERM0W,242089.92万人民币,150000万人民币,5.00E+14,91500107MA61QERM0W,MA61QERM-0,软件和信息技术服务业,重庆市沙坪坝区西永大道25号D栋216,许可项目：货物进出口，进出口代理，技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，集成电路设计，集成电路制造，集成电路销售，电子元器件制造，电子元器件批发，普通货物仓储服务（不含危险化学品等需许可审批的项目），单位后勤管理服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
谱瑞集成电路（重庆）有限公司,"ZHAO,JI",存续,2020/6/15,91500107MA6101TJ1T,300万美元,49.99万美元,5.00E+14,91500107MA6101TJ1T,MA6101TJ-1,计算机、通信和其他电子设备制造业,重庆市九龙坡区科城路60号1幢12层整层1-6号,许可项目：技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：集成电路设计，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆宇海工业设计研究院有限公司,何勃,存续,2020/7/31,91500227MA612NU89A,500万人民币,165万人民币,5.00E+14,91500227MA612NU89A,MA612NU8-9,专业技术服务业,重庆市璧山区璧泉街道聚金大道1号,许可项目：第二类医疗器械生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：工业设计服务；专业设计服务；平面设计；集成电路设计；图文设计制作；信息系统集成服务；软件开发；广告制作；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；塑料制品制造；工程塑料及合成树脂制造；橡胶制品制造；五金产品制造；玩具制造；工艺美术品及礼仪用品制造（象牙及其制品除外）；金属材料制造；照明器具生产专用设备销售；可穿戴智能设备销售；橡胶制品销售；玩具销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；塑料制品销售；五金产品研发；包装材料及制品销售；人工智能硬件销售；电子产品销售；金属材料销售；会议及展览服务；第二类医疗器械销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆乔宅喜装饰工程设计有限公司,蔡留金,存续,2020/8/31,91500109MA6145XG5Y,100万人民币,-,5.00E+14,91500109MA6145XG5Y,MA6145XG-5,建筑装饰、装修和其他建筑业,重庆市北碚区新茂路1号（自贸区）,许可项目：住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：工业设计服务，专业设计服务，平面设计，工程技术服务（规划管理、勘察、设计、监理除外），集成电路设计，图文设计制作，工程和技术研究和试验发展，工程管理服务，建筑信息模型技术开发、技术咨询、技术服务，建筑装饰材料销售，轻质建筑材料销售，建筑用钢筋产品销售，地板销售，砖瓦销售，水泥制品销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
重庆悦空间装饰设计有限公司,马锐,存续,2021/9/29,91500112MAAC0WQT6N,50万人民币,-,5.00E+14,91500112MAAC0WQT6N,MAAC0WQT-6,专业技术服务业,重庆市渝北区龙溪街道新溉大道6号都会首站9幢19-15,许可项目：建设工程设计；建设工程施工；住宅室内装饰装修。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：专业设计服务；工程技术服务（规划管理、勘察、设计、监理除外）；集成电路设计；安全技术防范系统设计施工服务；平面设计；广告设计、代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
